瓜子的利弊	瓜子的来源	利弊	来源	n
关于感谢爸妈的句子	关于感谢父母的句子	爸妈	父母	n
2020年山东五一节放假安排	2020年新疆五一节放假安排	山东	新疆	LOC
奶粉过期还能喝吗	奶粉过期还能喝么	吗	么	xc
小丽的电话	王俊凯的电话	小丽	王俊凯	PER
中国的专业银行有哪些	中国的正规银行有哪些	专业	正规	a
蓟州到北京多少公里	蓟州到天津多少公里	北京	天津	LOC
什么的波纹	什么地波纹	的	地	u
坐月子能不能吃方便面	做月子能不能吃方便面	坐	做	v
利弊同义词	善恶同义词	利弊	善恶	n
早上跑步的最佳时间	下午跑步的最佳时间	早上	下午	TIME
孔雀鱼水温高	孔雀鱼水温低	高	低	a
生物大分子的共性	生物大分子的起源	共性	起源	n
一元等于多少欧元	八百日元等于多少人民币	欧元	人民币	nz
一岁半宝宝能不能认字	一岁半宝宝能不能吃	认字	吃	v
不是而是句型	不而是英语	句型	英语	n
一繁体字是什么样的	1繁体字是什么样的	一	1	m
秦皇岛最老的小区	秦皇岛最便宜的小区	老	便宜	a
哺乳期喝中药奶水会变苦吗	哺乳期吃中药奶水会变苦吗	喝	吃	v
什么是社会主义	什么是股票	社会主义	股票	n
2015的零次方等于多少	2015的零次方是多少	等于	是	v
幼儿教师需要看的书	幼儿教师应该看的书	需要	应该	v
OPPOA7X支持OTG吗	oppo7支持5g网吗	OTG	5g网	nz
北京到青县的火车票	北京到郑州的火车票	青县	郑州	LOC
苹果电子邮件密码怎么设置	苹果手机密码怎么设置	电子邮件	手机	n
2020山西中考分数	2020河南中考分数	山西	河南	LOC
如何测自己的肤色	如何看自己的皮肤	测	看	v
青海特产有哪些	山东特产有哪些	青海	山东	LOC
水箱怎么造句	水桶怎么打开	造句	打开	v
已婚妇女戒指戴哪个手指	已婚妇女戒指带哪个手指	戴	带	v
福州到吉林多少公里	福州到厦门多少公里	吉林	厦门	LOC
讨厌老公的爸妈怎么办	讨厌老公的性格怎么办	爸妈	性格	n
怎么提高孩子的思维能力	怎么培养孩子的学习能力	提高	培养	v
天生丽质的英文	绝色的英文	天生丽质	绝色	a
平顶山到正阳	平顶山到深圳	正阳	深圳	LOC
重庆哪里可以鉴定翡翠	重庆哪里可以鉴定文物	翡翠	文物	n
怎么打开相机手势拍照	怎么设置相机手势拍照	打开	设置	v
脸上长了脂肪粒怎么办	脸上张了脂肪粒怎么办	长	张	v
金立手机怎么拆	金立手机怎么用	拆	用	v
江苏占地面积是多少平方千米	澳门占地面积是多少平方千米	江苏	澳门	LOC
婿是什么意思	尴是什么意思	婿	尴	n
打开微信加密	打开微信没有	加密	没有	v
怎样去掉脂肪肝	怎样解决脂肪肝	去掉	解决	v
狗狗一直吃	狗狗一直咬	吃	咬	v
江苏是哪个地区	青海是哪个地区	江苏	青海	LOC
咽喉发炎能吃香菜吗	咽喉发炎能吃鱼吗	香菜	鱼	n
水管管径标识	水管线路标识	管径	线路	n
邵阳到佛山	重庆到佛山	邵阳	重庆	LOC
通辽到张家界的飞机票	通辽到天津的飞机票	张家界	天津	LOC
梦见好多新娘	梦见好多东西	新娘	东西	n
最具有前景的行业	最具有潜力的行业	前景	潜力	n
上海公务员什么时候面试	上海公务员什么时候出	面试	出	v
陕西区域代码	辽宁区域代码	陕西	辽宁	LOC
4.6米等于多少?	10等于多少?	4.6米	10	m
描写飞机起飞的声音	形容飞机起飞的声音	描写	形容	v
红灯怎么处罚	探照灯怎么使用	处罚	使用	v
四川选调生政策	广东选调生政策	四川	广东	LOC
梦见破纸币	梦见破钞票	纸币	钞票	n
胃功能紊乱的症状	胃功能低下的症状	紊乱	低下	a
晚上吃鸡蛋难消化吗	晚上吃鸡蛋不易消化吗	难	不易	ad
十的四次幂是多少	2的四次幂是多少	十	2	m
如何做纸花	如何制作纸花	做	制作	v
怎么提高精阈值	怎么算精度	提高	算	v
眼睛很累怎么办	眼睛很长怎么办	累	长	a
咖喱饭怎么做	饭怎么组词	做	组词	v
一繁体字是什么样的	2繁体字是什么样的	一	2	m
如何用塑料瓶做笛子	如何用塑料瓶制作笛子	做	制作	v
24除以六十	648除以24	六十	24	m
嘴里特别臭是怎么回事	嘴里很臭是怎么回事	特别	很	d
饥荒魂甲怎么修复	饥荒魂甲怎么做	修复	做	v
附近哪里有民宿	附近哪里有博物馆	民宿	博物馆	n
咖喱饭怎么做	咖喱饭怎么吃	做	吃	v
99977的意思	99977的含义	意思	含义	n
猫能吃鸡皮吗	猫能吃鸡皮嘛	吗	嘛	xc
宙的拼音怎么拼写	玥的拼音怎么拼写	宙	玥	PER
5:1表示什么	2:1表示什么	5	2	m
公益事业的定义	公益事业的概念	定义	概念	n
我的韩语怎么说	我的老师怎么说	韩语	老师	n
心率慢是什么原因	电脑慢是什么原因	心率	电脑	n
胃糜烂可以吃酸奶吗?	胃糜烂可以吃水果吗?	酸奶	水果	n
武汉都有哪些高校	石家庄都有哪些高校	武汉	石家庄	LOC
白化病是遗传病吗	白化病是遗传病嘛	吗	嘛	xc
你还知道吗	你还知道啊	吗	啊	xc
股骨头坏死怎么治	股骨头坏死怎么制	治	制	v
形容事情错综复杂	形容事情很简单	错综复杂	很简单	a
孕妇吃紫薯好吗	孕妇吃紫薯好嘛	吗	嘛	xc
邵阳到广西	邵阳到长沙	广西	长沙	LOC
今年箱包行业怎么样	今年汽车行业怎么样	箱包	汽车	n
郑州到济南飞机	郑州到东京飞机	济南	东京	LOC
坐井观天的意思	坐井观天的故事	意思	故事	n
哦有什么组词	哦有哪些组词	什么	哪些	r
前倾怎么读	请问怎么读	前倾	请问	v
中线怎么确定	中线怎么打	确定	打	v
抽烟导致肺癌	抽烟引发肺癌	导致	引发	v
成都4月份天气温度	成都5月份天气温度	4	5	m
失眠的原因	失眠的作者	原因	作者	n
减肥可以吃牛油果吗	减肥可以吃牛油果嘛	吗	嘛	xc
什么病导致尿黄	什么病造成尿黄	导致	造成	v
喝小米粥血糖高吗	吃小米粥血糖高吗	喝	吃	v
描写灵谷寺的古诗词	描写中国的古诗词	灵谷寺	中国	LOC
重庆是中国第一大城市吗	北京是中国第一大城市吗	重庆	北京	LOC
45和60的最大公因数	45和45的最大公因数	60	45	m
213是什么意思	多个是什么意思	213	多个	m
如何治疗抑郁症	如何处理抑郁症	治疗	处理	v
不知怎么吃	不知怎么写	吃	写	v
四川初中满分多少分	四川初中地理多少分	满分	地理	n
珠海到坦洲的大巴	珠海到深圳的大巴	坦洲	深圳	LOC
给我出个谜语	给我说个谜语	出	说	v
一平方米等于多少平方分米	三十厘米等于多少分米	平方	分	q
重心和重点的区别	焦点和重点的区别	重心	焦点	n
深圳拖车价格	深圳房产价格	拖车	房产	n
阑尾炎手术后可以吃蛋糕吗	阑尾炎手术后可以吃蛋糕嘛	吗	嘛	xc
戏曲和戏剧的不同	小说和戏剧的不同	戏曲	小说	n
适合二的最大公因数	适合八的最大公因数	二	八	m
8×0.25等于多少	8×6等于多少	0.25	6	m
上海到桐城物流专线	上海到广东物流专线	桐城	广东	LOC
梦见狂风暴雨涨水了	梦见大海涨水了	狂风暴雨	大海	n
咳嗽可以吃香瓜吗	咳嗽可以吃香瓜么	吗	么	xc
怀孕初期可以吃李子吗	怀孕初期可以吃李子嘛	吗	嘛	xc
曼城和曼联谁厉害	皇马和曼联谁厉害	曼城	皇马	ORG
世界上最凶猛的鸟是什么	世界上最可怕的鸟是什么	凶猛	可怕	a
遵义职高有哪些专业	衡阳职高有哪些专业	遵义	衡阳	LOC
2000年9月份现在多少岁	2000年12月份现在多少岁	9	12	m
人流要做多久的月子	人流要坐多久的月子	做	坐	v
小孩无故发烧是怎么回事	小孩经常发烧是怎么回事	无故	经常	d
如何开启4g模式	如何开启5G模式	4g	5G	n
win7如何更改ip地址	win7如何查询ip地址	更改	查询	v
现在很火的综艺节目	现在很火的语言	综艺节目	语言	n
可以开吗？	可以定位吗？	开	定位	v
芬兰有红灯区吗	塞尔维亚有红灯区吗	芬兰	塞尔维亚	LOC
山东选调生待遇	四川选调生待遇	山东	四川	LOC
怎么炖猪骨头好吃	怎么煮猪骨头好吃	炖	煮	v
桥怎么描述	桥怎么搭	描述	搭	v
4+28等于几	4+100等于几	28	100	m
上海飞韩国机票价格	上海飞台湾机票价格	韩国	台湾	LOC
我的手机还有多少G内存	我的手机还有多少g内存	G	g	xc
今天荆州有什么新闻	今天北京有什么新闻	荆州	北京	LOC
是什么道理	是什么情况	道理	情况	n
家用摄像头没有网络能用吗	家用摄像头无网络能用吗	没有	无	v
广德县景点	中国景点	广德县	中国	LOC
玄关可以放屏风吗	玄关可以放照片吗	屏风	照片	n
北京什么古城	北京什么样子	古城	样子	n
脾胃虚可以吃香蕉吗?	脾胃不好可以吃香蕉吗?	虚	不好	a
你了解什么游戏	你知道什么游戏	了解	知道	v
关掉充电提示音	改变充电提示音	关掉	改变	v
43×52竖式计算	43×38竖式计算	52	38	m
脸上的痦子怎么去掉	脸上的脂肪怎么减掉	痦子	脂肪	n
女人喜欢勤劳的男人吗	女人喜欢胖的男人吗	勤劳	胖	a
快的的英文是什么	慢的的英文是什么	快	慢	a
中信银行铜仁网点	中信银行广东网点	铜仁	广东	LOC
骄傲近义词。	光荣近义词。	骄傲	光荣	a
方便的小吃	方便的点心	小吃	点心	n
20×27等于	20×80等于	27	80	m
怎么做陀螺	怎么做魔方	陀螺	魔方	n
冰箱的英文是什么	衣服的英文是什么	冰箱	衣服	n
梦见甜瓜什么意思	梦到美女什么意思	甜瓜	美女	n
HCG低怎么办	HCG高怎么办	低	高	a
冷水机排名	博彩排名	冷水机	博彩	n
苹果id怎么查看	苹果id怎么打开	查看	打开	v
香肠怎么切花	鸭肠怎么买	切花	买	v
菠萝和鸡蛋能一起吃吗	菠萝和鸡蛋能一起吃么	吗	么	xc
来大姨妈了能吃中药吗	来月经了能吃中药吗	大姨妈	月经	n
88除以9等于多少	88除以4等于多少	9	4	m
宝宝一岁可以喝牛奶吗	孩子一岁可以喝牛奶吗	宝宝	孩子	n
商品房9楼好不好	商品房五楼好不好	9	五	m
赞美祖国的歌曲	颂扬祖国的歌曲	赞美	颂扬	v
济南有什么市花	广州有什么市花	济南	广州	LOC
面食脂肪高吗	馒头脂肪高吗	面食	馒头	n
孕妇感冒可以剖腹产吗	孕妇感冒可以游泳吗	剖腹产	游泳	v
手机短信存储位置	手机游戏存储位置	短信	游戏	n
广州到恩施	广州到北京	恩施	北京	LOC
枣庄到泰安高铁	枣庄到兰州高铁	泰安	兰州	LOC
明星的声音	明星的照片	声音	照片	n
葫芦岛是属于哪个省	湖北是属于哪个省	葫芦岛	湖北	LOC
咸鸭蛋腌得太淡了怎么办	咸鸭蛋腌得太咸了怎么办	淡	咸	a
重庆公交车道时间	南昌公交车道时间	重庆	南昌	LOC
南宁到祁阳火车时刻表	南宁到武汉火车时刻表	祁阳	武汉	LOC
河南的简称是什么	西藏的简称是什么	河南	西藏	LOC
GREY是什么意思	意思是什么意思	GREY	意思	n
水瓶座和什么星座最配	水瓶座和哪个星座最配	什么	哪个	r
南宁皮卡限行规定	洛阳皮卡限行规定	南宁	洛阳	LOC
3×800等于多少	3×25等于多少	800	25	m
手机令牌是啥	手机机型是啥	令牌	机型	n
镇江到苏州多少公里	镇江到重庆多少公里	苏州	重庆	LOC
清明这首诗反映	清明这首诗写	反映	写	v
怎么判断手机被监听	怎么避免手机被监听	判断	避免	v
成都近期篮球比赛	贵阳近期篮球比赛	成都	贵阳	LOC
怀孕多久胸会疼	怀孕多久胸会硬	疼	硬	a
一刻等于多少毫克	一千毫升等于多少升	毫克	升	q
附近网点	附近门店	网点	门店	n
8月29日是什么星座	8月29日是什么日子	星座	日子	n
争奇斗艳相近的词语	争奇斗艳差不多的词语	相近	差不多	a
害的拼音怎么读	杀的拼音怎么读	害	杀	v
梦遗正常吗	梦遗正常么	吗	么	xc
今天西安下雪了吗	今天哈尔滨下雪了吗	西安	哈尔滨	LOC
经期能吃什么水果	经期能吃什么食物	水果	食物	n
南京在北京的什么方向	哈尔滨在北京的什么方向	南京	哈尔滨	LOC
艾灸可以天天灸吗	艾灸可以天天灸嘛	吗	嘛	xc
每个时刻英文	每个国家英文	时刻	国家	n
怎么改变自己的脸型	怎么改变自己的性格	脸型	性格	n
腻子粉怎么涂	腻子粉怎么打	涂	打	v
小仓鼠吐食物	小仓鼠吃食物	吐	吃	v
十二生肖最聪明的动物是什么	十二生肖最愚蠢的动物是什么	聪明	愚蠢	a
小孩长痱子怎么办	小孩涨痱子怎么办	长	涨	v
来月经可以吃樱桃吗	来月经可以吃水果吗	樱桃	水果	n
螺蛳粉怎么吃	螺蛳粉怎么煮	吃	煮	v
甲减能吃芹菜吗	甲减能吃梨吗	芹菜	梨	n
gopro保护壳怎么拆	gopro保护壳怎么打开	拆	打开	v
孕妇可以吃烧仙草吗	孕妇可以吃烧仙草嘛	吗	嘛	xc
脚底长鸡眼	脚底张鸡眼	长	张	v
广州中考录取规则	合肥中考录取规则	广州	合肥	LOC
资格 英语	身价 英语	资格	身价	n
贫血有什么症状	贫血有什么征兆	症状	征兆	n
15和32的因数	15和15的因数	32	15	m
怎样投球最准	怎样投球才准	最	才	d
蒲公英的谱组词	蒲公英的音组词	谱	音	n
乙肝能自愈吗	乙肝能自愈嘛	吗	嘛	xc
江苏二本院校有哪些学校	重庆二本院校有哪些学校	江苏	重庆	LOC
吃什么菜可以减肥	吃什么菜可以瘦身	减肥	瘦身	v
淄博和济南哪个城市好	长沙和济南哪个城市好	淄博	长沙	LOC
5/12×9等于多少	5/12×16等于多少	9	16	m
周口到台州高铁票	周口到上海高铁票	台州	上海	LOC
石家庄有啥山	太原有啥山	石家庄	太原	LOC
怎么形容蛇叫	怎么形容鸡叫	蛇	鸡	n
怎样恢复视力	怎样改变视力	恢复	改变	v
蓝球怎么挑	钢球怎么做	挑	做	v
运动可以减肥吗	运动可以减肥么	吗	么	xc
外地去石家庄要隔离吗	外地去哈尔滨要隔离吗	石家庄	哈尔滨	LOC
脖子僵硬怎么办	脖子疼痛怎么办	僵硬	疼痛	a
香肠怎么切花	粉肠怎么制作	切花	制作	v
小孩天天喝酸奶好吗	小孩天天吃酸奶好吗	喝	吃	v
重庆到贵州的距离	成都到贵州的距离	重庆	成都	LOC
绿色的概念	绿色的喻意	概念	喻意	n
环氧树脂的颜色	环氧树脂的好处	颜色	好处	n
尿路感染怎么根治	尿路感染怎么处理	根治	处理	v
造木屋用什么材料	造桥用什么材料	木屋	桥	n
积分在哪里看	积分在哪里领	看	领	v
肺炎是由什么引起的	肺炎是由什么组成的	引起	组成	v
心脏病能吃洋参吗	心脏病能吃蜂蜜吗	洋参	蜂蜜	nz
世界上最厉害的动物是什么	世界上最聪明的动物是什么	厉害	聪明	a
抖音上传视频画质模糊	抖音上传视频画质不好	模糊	不好	a
26属啥的	30属啥的	26	30	m
彩色铅笔英文怎么读	彩色铅笔英文怎么念	读	念	v
牙龈疼吃什么	牙龈肿吃什么	疼	肿	v
具有的特点	带有的翻译	特点	翻译	n
怀孕能吃玉米笋吗	怀孕能吃鸡油菌吗	玉米笋	鸡油菌	nz
崭新的近义词是	陈旧的近义词是	崭新	陈旧	a
海南离武汉有多少公里	浙江离武汉有多少公里	海南	浙江	LOC
屁股上方疼痛	臀部上方疼痛	屁股	臀部	n
泄闸的意思	泄气的意思	闸	气	n
狗狗怎么咳嗽	狼狗怎么说	咳嗽	说	v
邹城到青州多少公里	南京到青州多少公里	邹城	南京	LOC
黄疸危险期	黄疸症状	危险期	症状	n
卡通宠物怎么画	卡通图怎么画	宠物	图	n
杨幂为什么叫沈腾二舅	杨幂为什么喊沈腾二舅	叫	喊	v
电锤如何注油	电针如何使用	注油	使用	v
中药的好处	中药的名称	好处	名称	n
打电话给林欣	打电话给陈萌	林欣	陈萌	PER
怀孕初期可以吃生蚝吗	怀孕初期可以吃生蚝么	吗	么	xc
小猫适合喝什么牛奶	小猫可以喝什么牛奶	适合	可以	v
印度出生率死亡率	美国出生率死亡率	印度	美国	LOC
设计小样是什么意思	设计创意是什么意思	小样	创意	n
台州到江苏	台州到香港	江苏	香港	LOC
五千米等于几米	十吨等于几千克	五千米	十吨	m
形容忽然明白	形容忽然消失	明白	消失	v
是什么东西	是啥东西	什么	啥	r
什么中药能止咳	什么中药能减肥	止咳	减肥	v
孕妇可以吃荠菜吗	孕妇可以吃荠菜嘛	吗	嘛	xc
丽水到青田高铁时刻表	上海到青田高铁时刻表	丽水	上海	LOC
洛阳到焦作多少公里	洛阳到哈尔滨多少公里	焦作	哈尔滨	LOC
前男友是什么垃圾	前男友算什么垃圾	是	算	v
人类是怎么灭绝的	人类是怎么产生的	灭绝	产生	v
刘禹锡被称为什么	杜甫被称为什么	刘禹锡	杜甫	PER
温州消费券使用规则	成都消费券使用规则	温州	成都	LOC
广西啤酒销量排行榜	广西汽车销量排行榜	啤酒	汽车	n
努力做自己英文	努力学英文	做自己	学	v
巧克力怎么做	生蚝怎么做	巧克力	生蚝	n
德国房价高吗	德国人高吗	房价	人	n
云南属于南方还是北方	蒙古属于南方还是北方	云南	蒙古	LOC
眼睛流泪怎么治	眼睛流泪怎么制	治	制	v
来了月经可以吃韭菜吗	来了例假可以吃韭菜吗	月经	例假	n
怎么拥有自己的邮箱地址	怎么查看自己的邮箱地址	拥有	查看	v
怎么形容肉	怎么做肉肉	形容	做	v
月经期可以吃阿胶吗	月经期可以吃阿胶嘛	吗	嘛	xc
盘锦到江苏多少公里	盘锦到郑州多少公里	江苏	郑州	LOC
石家庄到吉林物流专线	石家庄到山西物流专线	吉林	山西	LOC
孤单的反义	孑然一身的反义	孤单	孑然一身	a
非法拘禁属于继续犯吗	非法拘禁是继续犯吗	属于	是	v
肉苁蓉能补肾吗	肉苁蓉能食用吗	补肾	食用	v
怎样描写眼睛的词语	怎样形容眼睛的词语	描写	形容	v
哈尔滨开车到烟台费用	哈尔滨开车到天津费用	烟台	天津	LOC
怀孕能吃甲鱼吗	怀孕能吃甲鱼么	吗	么	xc
广东属于四川吗	安徽属于四川吗	广东	安徽	LOC
身高会遗传吗	个子会遗传吗	身高	个子	n
肾炎严重吗	肾炎严重嘛	吗	嘛	xc
孕妇可以吃香菇吗	孕妇可以吃香菇么	吗	么	xc
成都有几个客运站	长春有几个客运站	成都	长春	LOC
怀孕能吃橄榄菜吗	怀孕能吃橄榄菜嘛	吗	嘛	xc
使人害羞的英文	使人惊讶的英文	害羞	惊讶	a
一日游英文怎么写	几岁英文怎么写	一日游	几岁	m
鼻子堵塞流鼻水	鼻子流鼻水	堵塞	流鼻	v
2020年重庆选调生报名时间	2020年广东选调生报名时间	重庆	广东	LOC
饭后多少分钟可以运动	饭后多少分钟可以洗澡	运动	洗澡	v
点痣后几天可以洗脸	点痣后几天可以恢复	洗脸	恢复	v
义乌到高邮	义乌到四川	高邮	四川	LOC
什么东西越吃越硬	什么东西越吃越软	硬	软	a
无烟烧烤炉子价格	无烟烧烤设备价格	炉子	设备	n
如何判定一个男的喜欢你	如何看出一个男的喜欢你	判定	看出	v
肩负使命还是承载使命	承担使命还是承载使命	肩负	承担	v
汉堡包怎么做	草莓蛋糕怎么做	汉堡包	草莓蛋糕	nz
怀孕能吃旱芹吗	怀孕能吃薯条吗	旱芹	薯条	n
你还会唱什么歌呀	你还会唱什么歌呢	呀	呢	xc
4.8×1.2等于几	60×1.2等于几	4.8	60	m
我最爱的女人是谁	我最爱的男孩是谁	女人	男孩	n
没有会计证可以从事会计吗	没有会计证可以做会计吗	从事	做	v
来生理期可以吃感冒药吗	来月经可以吃感冒药吗	生理期	月经	n
5.02平方分米等于多少平方厘米	3分米等于多少平方厘米	5.02平方	3分	m
3和1的最大公因数是多少	8和1的最大公因数是多少	3	8	m
月经味道腥臭怎么回事	月经味道不对怎么回事	腥臭	不对	a
云南有几个机场	云南有几个景点	机场	景点	n
吃多了榨菜怎么补救	吃多了盐怎么补救	榨菜	盐	n
地形图如何分幅	走势图如何看	分幅	看	v
怀孕能吃护生草吗	怀孕能吃龙虾吗	护生草	龙虾	n
色弱可以考驾照吗	色弱可以考驾照么	吗	么	xc
身价的近义词	峰值的近义词	身价	峰值	n
棘手的英语	困难的英语	棘手	困难	a
5/12×60	5/12×13	60	13	m
小孩可以吃芒果吗	小孩可以吃鸡蛋吗	芒果	鸡蛋	n
全部的形状	全部的语言	形状	语言	n
0.23平方分米等于多少平方米	9分米等于多少平方米	0.23平方	9分	m
如何绑定host	如何查看host	绑定	查看	v
什么动物最聪明	什么动物最愚蠢	聪明	愚蠢	a
月亮有什么秘密	月亮有什么意思	秘密	意思	n
怀孕能吃雪蛤吗	怀孕能吃马蹄吗	雪蛤	马蹄	n
如何鞭策自己	如何表扬自己	鞭策	表扬	v
生吃大蒜能壮阳吗	生吃鸡蛋能壮阳吗	大蒜	鸡蛋	n
西安到长沙开车多久	深圳到长沙开车多久	西安	深圳	LOC
肠胃炎可以吃水果吗	肠胃炎可以吃水果嘛	吗	嘛	xc
怎么分辨304	怎么判断304	分辨	判断	v
如何关掉电脑程序	如何找电脑程序	关掉	找	v
喝什么可以开胃	喝什么可以减肥	开胃	减肥	v
2019年中考录取分数线武汉	2019年中考录取分数线兰州	武汉	兰州	LOC
丰胸手术有害吗	丰胸手术可靠吗	有害	可靠	a
滨州到德州的火车时刻表	成都到德州的火车时刻表	滨州	成都	LOC
来月经可以吃火龙果吗	来月经可以吃火龙果嘛	吗	嘛	xc
夫妻离婚说说	两口子离婚说说	夫妻	两口子	n
高中理科都有什么	高中课程都有什么	理科	课程	n
口腔溃疡吃维生素b2有效吗	口腔溃疡吃维生素b2对吗	有效	对	a
麻城到上海	麻城到新疆	上海	新疆	LOC
邢台到廊坊大城多少公里	沧州到廊坊大城多少公里	邢台	沧州	LOC
武汉大学繁体字怎么写	百度繁体字怎么写	武汉大学	百度	ORG
驰宏锌锗十大股东	百度十大股东	驰宏锌锗	百度	ORG
怎么治理雾霾	怎么控制雾霾	治理	控制	v
经常放屁是什么原因	偶尔放屁是什么原因	经常	偶尔	d
甲亢的症状	甲亢的预兆	症状	预兆	n
雄伟的怎么写	渺小的怎么写	雄伟	渺小	a
生蚝怎么做	菜怎么做	生蚝	菜	n
变色龙用英语怎么说	变色龙用英语怎么读	说	读	v
数据仓库建设方法论	数据仓库建设流程	方法论	流程	n
授予同义词	致同义词	授予	致	v
照片怎么分类	相片怎么处理	分类	处理	v
天下的英文单词	全世界的英文单词	天下	全世界	n
低压95高压130严重吗	低压95高压130正常吗	严重	正常	a
鸡西到呼和浩特	鸡西到西安	呼和浩特	西安	LOC
深圳有哪些媒体	深圳有哪些公司	媒体	公司	n
如何办好自媒体	如何理解自媒体	办好	理解	v
10以上的加减法怎么教	10以上的加减法怎么计算	教	计算	v
怎么介绍狗的特点	怎么介绍鸡的特点	狗	鸡	n
怎么使胸变大	怎么是胸变大	使	是	v
安眠药药店能买到吗	安眠药药店能买到嘛	吗	嘛	xc
襁褓的解释	孩提的解释	襁褓	孩提	n
亲，你多大了	亲,你多大了	，	,	w
怀孕能吃糯米吗	怀孕能吃黄豆吗	糯米	黄豆	n
重庆读书摇号政策	重庆上学摇号政策	读书	上学	v
长安在哪里	中国在哪里	长安	中国	LOC
怀孕能吃刺猬菌吗	怀孕能吃西洋菜吗	刺猬菌	西洋菜	nz
武汉的简称是什么	合肥的简称是什么	武汉	合肥	LOC
搅拌机怎么画?	搅拌机怎么用?	画	用	v
六十公斤等于多少斤	十分钟等于多少秒	斤	秒	q
3英尺等于多少厘米	3英尺是多少厘米	等于	是	v
小公鸡怎么阉	小鱼怎么写	阉	写	v
南昌防腐木厂家	石家庄防腐木厂家	南昌	石家庄	LOC
酒后喝什么好	酒后饮什么好	喝	饮	v
喝水后体温升高	喝水后体温下降	升高	下降	v
什么软件能发黄	什么软件能看	发黄	看	v
根号15等于多少怎么算	根号0等于多少怎么算	15	0	m
星期六星期天可以补办驾驶证吗	星期六星期天可以考驾驶证吗	补办	考	v
拉肚子能吃橘子吗	拉肚子能吃橘子么	吗	么	xc
苹果手机怎么重置人脸识别	苹果手机怎么启动人脸识别	重置	启动	v
梦见自己的面部	梦见自己的猫	面部	猫	n
周口到贵阳的高铁	昆明到贵阳的高铁	周口	昆明	LOC
辽宁鞍山到吉林多少公里	辽宁鞍山到重庆多少公里	吉林	重庆	LOC
十四是什么意思	100天是什么意思	十四	100天	m
大明湖站离济南站多远	济南站离大明湖站多远	济南	大明湖	LOC
怎么关闭截图声音	怎样关闭快门声音	截图	快门	n
17×38的竖式	17×27的竖式	38	27	m
有糖尿病人喝的饮料吗	有糖尿病人吃的饮料吗	喝	吃	v
切换双耳模式	切换暗色模式	双耳	暗色	n
怀孕能吃苔菜吗	怀孕能吃黄油吗	苔菜	黄油	n
历史名人都有哪些	历史知识都有哪些	名人	知识	n
河南媒体求助电话	浙江媒体求助电话	河南	浙江	LOC
腐的形近字是什么	僵的近义词是什么	腐	僵	a
怏怏不乐的解释是什么	得意洋洋的解释是什么	怏怏不乐	得意洋洋	a
甲状腺结节能吃海参吗	甲状腺结节能吃海参么	吗	么	xc
藏红花可以和什么一起泡水	藏红花可以和什么一起搭配	泡水	搭配	v
口腔体温36度2正常吗	口腔体温36度7正常吗	2	7	m
例假和怀孕初期症状	月经和怀孕初期症状	例假	月经	n
香肠怎么切花	火腿肠怎么写	切花	写	v
中药有副作用吗	中药有副作用嘛	吗	嘛	xc
江门到虎门汽车时刻表	江门到重庆汽车时刻表	虎门	重庆	LOC
解脲支原体阳性严重吗	解脲支原体阳性厉害吗	严重	厉害	a
鱼肉汁怎么做	糖汁怎么熬	做	熬	v
梦见好大的鲤鱼	梦见非常大的鲤鱼	好	非常	d
小鸡怎么造句	小鸟怎么说	造句	说	v
唐山到平顶山多少公里	唐山到合肥多少公里	平顶山	合肥	LOC
鬼怎么写	鬼怎么组词	写	组词	v
开封到芜湖的火车票	开封到北京的火车票	芜湖	北京	LOC
海南岛到乌鲁木齐多少公里	黑龙江到乌鲁木齐多少公里	海南岛	黑龙江	LOC
肯德基土豆泥冷了怎么加热	肯德基土豆泥凉了怎么加热	冷	凉	a
嗓子唱哑了	嗓子唱坏了	哑	坏	a
FOOD是什么意思	With是什么意思	FOOD	With	nz
编钟的结构	HTML的结构	编钟	HTML	n
重庆最新楼盘开盘	太原最新楼盘开盘	重庆	太原	LOC
怎样追踪手机的位置	怎样知道手机的位置	追踪	知道	v
19数字大写	二十六数字大写	19	二十六	m
滨州到商丘火车时刻表	滨州到哈尔滨火车时刻表	商丘	哈尔滨	LOC
怀孕能吃千金菜吗	怀孕能吃地瓜吗	千金菜	地瓜	n
你闺蜜是哪个	你闺蜜是谁	哪个	谁	r
为什么酒后不能吃药	为什么酒后不能洗澡	吃药	洗澡	v
我可以吃吗	我可以谈恋爱吗	吃	谈恋爱	v
怀孕初期能平躺着睡吗	怀孕初期能趴着睡吗	平躺	趴	v
如何描写水蜜桃	如何形容水蜜桃	描写	形容	v
胸口疼怎么回事	胸口紧怎么回事	疼	紧	a
孕妇可以吃矿泉水吗?	孕妇可以吃牛奶吗?	矿泉水	牛奶	n
例假迟了半个月还没来	月经迟了半个月还没来	例假	月经	n
肋的拼音怎么拼写	肋的拼音怎么读	拼写	读	v
乌兰巴托的寓意	乌兰巴托的含义	寓意	含义	n
世界上体型最大的蜥蜴	世界上体型最大的人物	蜥蜴	人物	n
戴隐形眼镜可以睡午觉吗	带隐形眼镜可以睡午觉吗	戴	带	v
吉林市到石家庄多少公里	吉林市到天津多少公里	石家庄	天津	LOC
你会开小差吗	你会胡思乱想吗	开小差	胡思乱想	v
怀孕初期会流产吗	怀孕初期会感冒吗	流产	感冒	v
62÷5等于多少?	62÷3等于多少?	5	3	m
你是什么样子的	你是啥样子的	什么	啥	r
